# BornAgain Intensity Data
# Simple array suitable for numpy, matlab etc.
# coordinates         intensities
2.533631262266e+00    3.761650951412e+01
2.537288328564e+00    3.332861182935e+01
2.540945387905e+00    2.921956109185e+01
2.544602440281e+00    2.532285914493e+01
2.548259485680e+00    2.166821399623e+01
2.551916524093e+00    1.828127838165e+01
2.555573555510e+00    1.518345000774e+01
2.559230579920e+00    1.239173460647e+01
2.562887597314e+00    9.918672057958e+00
2.566544607682e+00    7.772324973587e+00
2.570201611014e+00    5.956328293063e+00
2.573858607299e+00    4.469997647577e+00
2.577515596528e+00    3.308493485742e+00
2.581172578691e+00    2.463037260455e+00
2.584829553777e+00    1.921175340389e+00
2.588486521776e+00    1.667085747996e+00
2.592143482679e+00    1.681922342659e+00
2.595800436476e+00    1.944190668418e+00
2.599457383156e+00    2.430149374178e+00
2.603114322709e+00    3.114230893710e+00
2.606771255126e+00    3.969474943964e+00
2.610428180397e+00    4.967968363843e+00
2.614085098510e+00    6.081284870408e+00
2.617742009457e+00    7.280918452798e+00
2.621398913228e+00    8.538704352935e+00
2.625055809811e+00    9.827221891481e+00
2.628712699198e+00    1.112017378128e+01
2.632369581378e+00    1.239273702335e+01
2.636026456341e+00    1.362188099336e+01
2.639683324078e+00    1.478664889184e+01
2.643340184578e+00    1.586839934158e+01
2.646997037830e+00    1.685100555804e+01
2.650653883826e+00    1.772101018868e+01
2.654310722555e+00    1.846773459943e+01
2.657967554007e+00    1.908334207569e+01
2.661624378172e+00    1.956285508924e+01
2.665281195040e+00    1.990412745166e+01
2.668938004601e+00    2.010777282143e+01
2.672594806845e+00    2.017705164519e+01
2.676251601762e+00    2.011771918723e+01
2.679908389342e+00    1.993783782610e+01
2.683565169575e+00    1.964755726800e+01
2.687221942450e+00    1.925886673589e+01
2.690878707959e+00    1.878532353796e+01
2.694535466090e+00    1.824176269297e+01
2.698192216834e+00    1.764399249289e+01
2.701848960181e+00    1.700848101062e+01
2.705505696120e+00    1.635203861345e+01
2.709162424642e+00    1.569150152111e+01
2.712819145737e+00    1.504342135153e+01
2.716475859394e+00    1.442376543115e+01
2.720132565605e+00    1.384763241228e+01
2.723789264357e+00    1.332898744219e+01
2.727445955643e+00    1.288042077266e+01
2.731102639450e+00    1.251293328992e+01
2.734759315771e+00    1.223575199045e+01
2.738415984594e+00    1.205617793446e+01
2.742072645909e+00    1.197946868421e+01
2.745729299707e+00    1.200875668619e+01
2.749385945977e+00    1.214500449280e+01
2.753042584710e+00    1.238699714888e+01
2.756699215895e+00    1.273137150000e+01
2.760355839522e+00    1.317268161970e+01
2.764012455582e+00    1.370349901179e+01
2.767669064064e+00    1.431454572689e+01
2.771325664958e+00    1.499485804899e+01
2.774982258254e+00    1.573197796234e+01
2.778638843943e+00    1.651216920947e+01
2.782295422014e+00    1.732065440175e+01
2.785951992457e+00    1.814186934942e+01
2.789608555262e+00    1.895973054274e+01
2.793265110420e+00    1.975791154168e+01
2.796921657919e+00    2.052012392168e+01
2.800578197751e+00    2.123039837710e+01
2.804234729905e+00    2.187336160364e+01
2.807891254370e+00    2.243450466390e+01
2.811547771138e+00    2.290043868656e+01
2.815204280198e+00    2.325913395441e+01
2.818860781539e+00    2.350013869906e+01
2.822517275153e+00    2.361477423419e+01
2.826173761028e+00    2.359630342041e+01
2.829830239156e+00    2.344006985926e+01
2.833486709525e+00    2.314360565246e+01
2.837143172126e+00    2.270670603202e+01
2.840799626949e+00    2.213146965801e+01
2.844456073983e+00    2.142230388759e+01
2.848112513220e+00    2.058589483399e+01
2.851768944648e+00    1.963114254951e+01
2.855425368258e+00    1.856906217603e+01
2.859081784039e+00    1.741265240155e+01
2.862738191983e+00    1.617673303596e+01
2.866394592078e+00    1.487775396656e+01
2.870050984314e+00    1.353357816739e+01
2.873707368682e+00    1.216324181128e+01
2.877363745172e+00    1.078669486362e+01
2.881020113773e+00    9.424525818234e+00
2.884676474476e+00    8.097674465104e+00
2.888332827270e+00    6.827136753135e+00
2.891989172145e+00    5.633665926799e+00
2.895645509093e+00    4.537474172948e+00
2.899301838101e+00    3.557939010405e+00
2.902958159161e+00    2.713318593703e+00
2.906614472262e+00    2.020479981301e+00
2.910270777395e+00    1.494644242050e+00
2.913927074549e+00    1.149152043155e+00
2.917583363714e+00    9.952530819213e-01
2.921239644881e+00    1.041922396611e+00
2.924895918039e+00    1.295706222868e+00
2.928552183178e+00    1.760599657175e+00
2.932208440288e+00    2.437957953043e+00
2.935864689359e+00    3.326442815331e+00
2.939520930382e+00    4.422004579667e+00
2.943177163346e+00    5.717900673912e+00
2.946833388241e+00    7.204750263734e+00
2.950489605057e+00    8.870624491864e+00
2.954145813784e+00    1.070117123603e+01
2.957802014412e+00    1.267977284214e+01
2.961458206931e+00    1.478773484203e+01
2.965114391331e+00    1.700450324521e+01
2.968770567602e+00    1.930790760799e+01
2.972426735734e+00    2.167442673544e+01
2.976082895717e+00    2.407947356573e+01
2.979739047541e+00    2.649769552967e+01
2.983395191195e+00    2.890328646881e+01
2.987051326671e+00    3.127030604121e+01
2.990707453957e+00    3.357300244391e+01
2.994363573044e+00    3.578613423594e+01
2.998019683922e+00    3.788528705829e+01
3.001675786581e+00    3.984718111549e+01
3.005331881011e+00    4.164996540512e+01
3.008987967201e+00    4.327349485909e+01
3.012644045142e+00    4.469958678524e+01
3.016300114823e+00    4.591225327270e+01
3.019956176235e+00    4.689790654081e+01
3.023612229368e+00    4.764553456796e+01
3.027268274211e+00    4.814684472690e+01
3.030924310755e+00    4.839637357231e+01
3.034580338990e+00    4.839156136913e+01
3.038236358905e+00    4.813279040953e+01
3.041892370490e+00    4.762338663745e+01
3.045548373736e+00    4.686958457528e+01
3.049204368633e+00    4.588045602129e+01
3.052860355170e+00    4.466780345330e+01
3.056516333337e+00    4.324601952633e+01
3.060172303125e+00    4.163191448528e+01
3.063828264523e+00    3.984451372133e+01
3.067484217521e+00    3.790482807806e+01
3.071140162110e+00    3.583559985459e+01
3.074796098279e+00    3.366102775643e+01
3.078452026018e+00    3.140647430217e+01
3.082107945318e+00    2.909815940756e+01
3.085763856167e+00    2.676284403130e+01
3.089419758557e+00    2.442750787886e+01
3.093075652477e+00    2.211902522175e+01
3.096731537918e+00    1.986384289593e+01
3.100387414868e+00    1.768766449910e+01
3.104043283319e+00    1.561514470962e+01
3.107699143259e+00    1.366959750378e+01
3.111354994680e+00    1.187272185351e+01
3.115010837571e+00    1.024434824752e+01
3.118666671922e+00    8.802209098467e+00
3.122322497722e+00    7.561735779453e+00
3.125978314963e+00    6.535884682473e+00
3.129634123634e+00    5.734994310057e+00
3.133289923724e+00    5.166675008372e+00
3.136945715225e+00    4.835732528006e+00
3.140601498125e+00    4.744126164508e+00
3.144257272416e+00    4.890961789817e+00
3.147913038086e+00    5.272519643914e+00
3.151568795126e+00    5.882316318724e+00
3.155224543525e+00    6.711199939492e+00
3.158880283275e+00    7.747477137938e+00
3.162536014364e+00    8.977070021171e+00
3.166191736783e+00    1.038370097651e+01
3.169847450522e+00    1.194910281804e+01
3.173503155570e+00    1.365325148175e+01
3.177158851918e+00    1.547461821411e+01
3.180814539556e+00    1.739043797921e+01
3.184470218473e+00    1.937699063218e+01
3.188125888660e+00    2.140989127562e+01
3.191781550106e+00    2.346438613109e+01
3.195437202802e+00    2.551565022070e+01
3.199092846738e+00    2.753908316411e+01
3.202748481903e+00    2.951059945395e+01
3.206404108287e+00    3.140690967570e+01
3.210059725881e+00    3.320578928527e+01
3.213715334675e+00    3.488633174692e+01
3.217370934658e+00    3.642918306165e+01
3.221026525820e+00    3.781675498015e+01
3.224682108151e+00    3.903341448962e+01
3.228337681642e+00    4.006564748709e+01
3.231993246283e+00    4.090219489831e+01
3.235648802062e+00    4.153415986654e+01
3.239304348971e+00    4.195508501413e+01
3.242959886999e+00    4.216099916778e+01
3.246615416137e+00    4.215043332895e+01
3.250270936373e+00    4.192440606108e+01
3.253926447699e+00    4.148637884794e+01
3.257581950104e+00    4.084218234961e+01
3.261237443578e+00    3.999991483806e+01
3.264892928111e+00    3.896981442958e+01
3.268548403694e+00    3.776410704213e+01
3.272203870315e+00    3.639683228767e+01
3.275859327966e+00    3.488364976078e+01
3.279514776635e+00    3.324162840044e+01
3.283170216314e+00    3.148902178134e+01
3.286825646991e+00    2.964503233163e+01
3.290481068658e+00    2.772956757389e+01
3.294136481304e+00    2.576299154550e+01
3.297791884918e+00    2.376587457247e+01
3.301447279491e+00    2.175874454763e+01
3.305102665014e+00    1.976184280071e+01
3.308758041475e+00    1.779488754584e+01
3.312413408865e+00    1.587684775212e+01
3.316068767174e+00    1.402573010968e+01
3.319724116391e+00    1.225838155635e+01
3.323379456508e+00    1.059030959566e+01
3.327034787513e+00    9.035522375772e+00
3.330690109397e+00    7.606390216025e+00
3.334345422150e+00    6.313529967984e+00
3.338000725761e+00    5.165713282857e+00
3.341656020221e+00    4.169799534298e+00
3.345311305520e+00    3.330693816510e+00
3.348966581647e+00    2.651330108487e+00
3.352621848593e+00    2.132679369653e+00
3.356277106348e+00    1.773782014318e+00
3.359932354901e+00    1.571803906707e+00
3.363587594243e+00    1.522114728337e+00
3.367242824363e+00    1.618387299069e+00
3.370898045251e+00    1.852716185262e+00
3.374553256899e+00    2.215753706406e+00
3.378208459294e+00    2.696861257698e+00
3.381863652429e+00    3.284273702463e+00
3.385518836291e+00    3.965274457090e+00
3.389174010872e+00    4.726378793105e+00
3.392829176162e+00    5.553522817239e+00
3.396484332149e+00    6.432255561494e+00
3.400139478825e+00    7.347931620105e+00
3.403794616180e+00    8.285901809994e+00
3.407449744203e+00    9.231699403042e+00
3.411104862884e+00    1.017121958227e+01
3.414759972213e+00    1.109088990703e+01
3.418415072180e+00    1.197782973283e+01
3.422070162776e+00    1.281999671656e+01
3.425725243990e+00    1.360631874531e+01
3.429380315812e+00    1.432680985285e+01
3.433035378232e+00    1.497266892943e+01
3.436690431241e+00    1.553636028410e+01
3.440345474827e+00    1.601167538088e+01
3.444000508982e+00    1.639377533663e+01
3.447655533695e+00    1.667921403635e+01
3.451310548955e+00    1.686594198690e+01
3.454965554754e+00    1.695329128907e+01
3.458620551081e+00    1.694194235759e+01
3.462275537926e+00    1.683387325509e+01
3.465930515279e+00    1.663229272706e+01
3.469585483129e+00    1.634155822680e+01
3.473240441468e+00    1.596708040067e+01
3.476895390285e+00    1.551521566128e+01
3.480550329569e+00    1.499314860940e+01
3.484205259311e+00    1.440876617116e+01
3.487860179502e+00    1.377052539559e+01
3.491515090130e+00    1.308731690805e+01
3.495169991185e+00    1.236832603662e+01
3.498824882659e+00    1.162289362160e+01
3.502479764540e+00    1.086037848402e+01
3.506134636820e+00    1.009002346697e+01
3.509789499487e+00    9.320826876569e+00
3.513444352531e+00    8.561421037337e+00
3.517099195943e+00    7.819959543200e+00
3.520754029713e+00    7.104014631398e+00
3.524408853831e+00    6.420485934781e+00
3.528063668286e+00    5.775521681776e+00
3.531718473069e+00    5.174453214315e+00
3.535373268170e+00    4.621743486356e+00
3.539028053578e+00    4.120949991503e+00
3.542682829283e+00    3.674702351253e+00
3.546337595276e+00    3.284694578384e+00
3.549992351547e+00    2.951691816178e+00
3.553647098085e+00    2.675551146368e+00
3.557301834881e+00    2.455255860063e+00
3.560956561924e+00    2.288962398637e+00
3.564611279204e+00    2.174058998794e+00
3.568265986712e+00    2.107234919478e+00
3.571920684438e+00    2.084558990265e+00
3.575575372370e+00    2.101566103143e+00
3.579230050500e+00    2.153350173330e+00
3.582884718818e+00    2.234662021389e+00
3.586539377313e+00    2.340010578931e+00
3.590194025975e+00    2.463765794249e+00
3.593848664794e+00    2.600261612245e+00
3.597503293760e+00    2.743897424869e+00
3.601157912864e+00    2.889236433341e+00
3.604812522095e+00    3.031099430754e+00
3.608467121443e+00    3.164652602098e+00
3.612121710899e+00    3.285488046755e+00
3.615776290451e+00    3.389695854364e+00
3.619430860091e+00    3.473926706620e+00
3.623085419808e+00    3.535444132854e+00
3.626739969592e+00    3.572165713815e+00
3.630394509433e+00    3.582692703327e+00
3.634049039321e+00    3.566327718918e+00
3.637703559246e+00    3.523080337345e+00
3.641358069198e+00    3.453660616580e+00
3.645012569167e+00    3.359460749417e+00
3.648667059144e+00    3.242525232958e+00
3.652321539117e+00    3.105510110177e+00
3.655976009077e+00    2.951632002080e+00
